epoch,date,hours,imperial,i-unit,metric,m-unit
1639296002,2021-12-12,02:53,30.17,in,1022,hPa
1639297802,2021-12-12,03:23,30.17,in,1022,hPa
1639299602,2021-12-12,03:53,30.17,in,1022,hPa
1639301401,2021-12-12,04:24,30.20,in,1023,hPa
1639303202,2021-12-12,04:54,30.20,in,1023,hPa
1639305002,2021-12-12,05:25,30.20,in,1023,hPa
1639306802,2021-12-12,05:55,30.20,in,1023,hPa
1639308602,2021-12-12,06:25,30.20,in,1023,hPa
1639310401,2021-12-12,06:55,30.20,in,1023,hPa
1639312201,2021-12-12,07:25,30.23,in,1024,hPa
1639314001,2021-12-12,07:56,30.23,in,1024,hPa
1639315802,2021-12-12,08:26,30.23,in,1024,hPa
1639317602,2021-12-12,08:56,30.26,in,1025,hPa
1639319401,2021-12-12,09:26,30.26,in,1025,hPa
1638802801,2021-12-06,09:49,29.85,in,1011,hPa
1638802827,2021-12-06,10:00,29.85,in,1011,hPa
1638804601,2021-12-06,10:20,29.88,in,1012,hPa
1638804627,2021-12-06,10:30,29.88,in,1012,hPa
1638806402,2021-12-06,10:50,29.88,in,1012,hPa
1638806428,2021-12-06,11:00,29.88,in,1012,hPa
1638808202,2021-12-06,11:20,29.91,in,1013,hPa
1638808228,2021-12-06,11:30,29.91,in,1013,hPa
1638810002,2021-12-06,11:50,29.94,in,1014,hPa
1638810027,2021-12-06,12:00,29.94,in,1014,hPa
1638811801,2021-12-06,12:21,29.94,in,1014,hPa
1638813602,2021-12-06,12:51,29.94,in,1014,hPa
1638815402,2021-12-06,13:21,29.97,in,1015,hPa
1638817201,2021-12-06,13:51,29.97,in,1015,hPa
1638819001,2021-12-06,14:22,29.97,in,1015,hPa
1638820802,2021-12-06,14:52,30.00,in,1016,hPa
1638822602,2021-12-06,15:22,30.00,in,1016,hPa
1638824402,2021-12-06,15:53,30.03,in,1017,hPa
1638826202,2021-12-06,16:23,30.06,in,1018,hPa
1638828001,2021-12-06,16:54,30.06,in,1018,hPa
1638829801,2021-12-06,17:24,30.09,in,1019,hPa
1638831602,2021-12-06,17:54,30.09,in,1019,hPa
1638833402,2021-12-06,18:24,30.12,in,1020,hPa
1638835202,2021-12-06,18:54,30.12,in,1020,hPa
1638837001,2021-12-06,19:24,30.12,in,1020,hPa
1638838801,2021-12-06,19:55,30.12,in,1020,hPa
1638840601,2021-12-06,20:25,30.15,in,1021,hPa
1638842402,2021-12-06,20:55,30.15,in,1021,hPa
1638844201,2021-12-06,21:26,30.17,in,1022,hPa
1638846002,2021-12-06,21:56,30.17,in,1022,hPa
1638847801,2021-12-06,22:26,30.20,in,1023,hPa
1638849602,2021-12-06,22:56,30.20,in,1023,hPa
1638851402,2021-12-06,23:27,30.20,in,1023,hPa
1638853202,2021-12-06,23:57,30.17,in,1022,hPa
1638855002,2021-12-07,00:27,30.20,in,1023,hPa
1638856802,2021-12-07,00:58,30.20,in,1023,hPa
1638858602,2021-12-07,01:28,30.23,in,1024,hPa
1638860402,2021-12-07,01:58,30.20,in,1023,hPa
1638862202,2021-12-07,02:28,30.20,in,1023,hPa
1638864001,2021-12-07,02:58,30.23,in,1024,hPa
1638865801,2021-12-07,03:29,30.23,in,1024,hPa
1638867602,2021-12-07,03:59,30.20,in,1023,hPa
1638869402,2021-12-07,04:29,30.23,in,1024,hPa
1638871202,2021-12-07,04:59,30.20,in,1023,hPa
1638873002,2021-12-07,05:20,30.20,in,1023,hPa
1638873028,2021-12-07,05:30,30.20,in,1023,hPa
1638874802,2021-12-07,05:50,30.20,in,1023,hPa
1638874828,2021-12-07,06:00,30.20,in,1023,hPa
1638876601,2021-12-07,06:20,30.23,in,1024,hPa
1638876627,2021-12-07,06:30,30.23,in,1024,hPa
1638878402,2021-12-07,06:51,30.23,in,1024,hPa
1638880202,2021-12-07,07:21,30.23,in,1024,hPa
1638882001,2021-12-07,07:51,30.23,in,1024,hPa
1638883802,2021-12-07,08:21,30.23,in,1024,hPa
1638885602,2021-12-07,08:52,30.26,in,1025,hPa
1638887402,2021-12-07,09:22,30.26,in,1025,hPa
1638889202,2021-12-07,09:52,30.26,in,1025,hPa
1638891002,2021-12-07,10:22,30.26,in,1025,hPa
1638892802,2021-12-07,10:52,30.26,in,1025,hPa
1638894601,2021-12-07,11:23,30.26,in,1025,hPa
1638896401,2021-12-07,11:54,30.26,in,1025,hPa
1638898202,2021-12-07,12:24,30.23,in,1024,hPa
1638900001,2021-12-07,12:54,30.23,in,1024,hPa
1638901802,2021-12-07,13:24,30.23,in,1024,hPa
1638903601,2021-12-07,13:55,30.23,in,1024,hPa
1638905402,2021-12-07,14:25,30.20,in,1023,hPa
1638907202,2021-12-07,14:55,30.20,in,1023,hPa
1638909001,2021-12-07,15:25,30.17,in,1022,hPa
1638910802,2021-12-07,15:55,30.20,in,1023,hPa
1638912601,2021-12-07,16:26,30.20,in,1023,hPa
1638914402,2021-12-07,16:56,30.20,in,1023,hPa
1638916202,2021-12-07,17:26,30.20,in,1023,hPa
1638918002,2021-12-07,17:56,30.20,in,1023,hPa
1638919802,2021-12-07,18:26,30.20,in,1023,hPa
1638921601,2021-12-07,18:56,30.17,in,1022,hPa
1638923401,2021-12-07,19:27,30.17,in,1022,hPa
1638925202,2021-12-07,19:57,30.15,in,1021,hPa
1638927002,2021-12-07,20:27,30.12,in,1020,hPa
1638928801,2021-12-07,20:58,30.12,in,1020,hPa
1638930601,2021-12-07,21:28,30.12,in,1020,hPa
1638932402,2021-12-07,21:58,30.12,in,1020,hPa
1638934202,2021-12-07,22:29,30.12,in,1020,hPa
1638936002,2021-12-07,22:59,30.09,in,1019,hPa
1638937802,2021-12-07,23:29,30.09,in,1019,hPa
1638939602,2021-12-07,23:50,30.06,in,1018,hPa
1638939636,2021-12-08,00:00,30.06,in,1018,hPa
1638941402,2021-12-08,00:20,30.09,in,1019,hPa
1638941429,2021-12-08,00:30,30.09,in,1019,hPa
1638943202,2021-12-08,00:50,30.06,in,1018,hPa
1638943237,2021-12-08,01:00,30.09,in,1019,hPa
1638945002,2021-12-08,01:20,30.06,in,1018,hPa
1638945029,2021-12-08,01:30,30.06,in,1018,hPa
1638946806,2021-12-08,01:50,30.06,in,1018,hPa
1638948601,2021-12-08,02:21,30.06,in,1018,hPa
1638950401,2021-12-08,02:51,30.03,in,1017,hPa
1638952202,2021-12-08,03:21,30.03,in,1017,hPa
1638954002,2021-12-08,03:51,30.03,in,1017,hPa
1638955802,2021-12-08,04:21,30.03,in,1017,hPa
1638957602,2021-12-08,04:51,30.00,in,1016,hPa
1638959402,2021-12-08,05:21,29.97,in,1015,hPa
1638961202,2021-12-08,05:52,29.97,in,1015,hPa
1638963002,2021-12-08,06:22,30.00,in,1016,hPa
1638964802,2021-12-08,06:52,30.00,in,1016,hPa
1638966601,2021-12-08,07:23,30.00,in,1016,hPa
1638968402,2021-12-08,07:53,30.00,in,1016,hPa
1638970201,2021-12-08,08:23,30.00,in,1016,hPa
1638972001,2021-12-08,08:53,30.00,in,1016,hPa
1638973801,2021-12-08,09:24,30.00,in,1016,hPa
1638975602,2021-12-08,09:54,30.00,in,1016,hPa
1638977401,2021-12-08,10:25,30.00,in,1016,hPa
1638979202,2021-12-08,10:55,30.00,in,1016,hPa
1638981002,2021-12-08,11:25,30.00,in,1016,hPa
1638982802,2021-12-08,11:55,30.00,in,1016,hPa
1638984601,2021-12-08,12:25,29.97,in,1015,hPa
1638986402,2021-12-08,12:56,29.97,in,1015,hPa
1638988202,2021-12-08,13:26,29.97,in,1015,hPa
1638990002,2021-12-08,13:56,29.97,in,1015,hPa
1638991802,2021-12-08,14:26,29.94,in,1014,hPa
1638993602,2021-12-08,14:57,29.97,in,1015,hPa
1638995401,2021-12-08,15:27,29.94,in,1014,hPa
1638997202,2021-12-08,15:57,29.97,in,1015,hPa
1638999001,2021-12-08,16:28,29.97,in,1015,hPa
1639000802,2021-12-08,16:58,30.00,in,1016,hPa
1639002602,2021-12-08,17:28,30.00,in,1016,hPa
1639004401,2021-12-08,17:58,30.03,in,1017,hPa
1639006201,2021-12-08,18:29,30.03,in,1017,hPa
1639008002,2021-12-08,18:59,30.03,in,1017,hPa
1639009802,2021-12-08,19:29,30.06,in,1018,hPa
1639011602,2021-12-08,19:59,30.06,in,1018,hPa
1639013402,2021-12-08,20:29,30.06,in,1018,hPa
1639015202,2021-12-08,20:49,30.06,in,1018,hPa
1639015229,2021-12-08,21:00,30.06,in,1018,hPa
1639017002,2021-12-08,21:20,30.09,in,1019,hPa
1639017028,2021-12-08,21:30,30.06,in,1018,hPa
1639018802,2021-12-08,21:50,30.06,in,1018,hPa
1639018828,2021-12-08,22:00,30.06,in,1018,hPa
1639020602,2021-12-08,22:21,30.06,in,1018,hPa
1639022401,2021-12-08,22:51,30.06,in,1018,hPa
1639024201,2021-12-08,23:21,30.06,in,1018,hPa
1639026001,2021-12-08,23:51,30.06,in,1018,hPa
1639027801,2021-12-09,00:21,30.09,in,1019,hPa
1639029602,2021-12-09,00:51,30.06,in,1018,hPa
1639031402,2021-12-09,01:21,30.09,in,1019,hPa
1639033202,2021-12-09,01:52,30.09,in,1019,hPa
1639035002,2021-12-09,02:22,30.06,in,1018,hPa
1639036802,2021-12-09,02:52,30.09,in,1019,hPa
1639038602,2021-12-09,03:22,30.09,in,1019,hPa
1639040402,2021-12-09,03:53,30.09,in,1019,hPa
1639042202,2021-12-09,04:23,30.09,in,1019,hPa
1639044002,2021-12-09,04:53,30.09,in,1019,hPa
1639045802,2021-12-09,05:23,30.06,in,1018,hPa
1639047602,2021-12-09,05:54,30.09,in,1019,hPa
1639049402,2021-12-09,06:24,30.06,in,1018,hPa
1639051201,2021-12-09,06:54,30.06,in,1018,hPa
1639053002,2021-12-09,07:24,30.06,in,1018,hPa
1639054803,2021-12-09,07:54,30.06,in,1018,hPa
1639056602,2021-12-09,08:25,30.06,in,1018,hPa
1639058403,2021-12-09,08:55,30.06,in,1018,hPa
1639060202,2021-12-09,09:25,30.06,in,1018,hPa
1639062002,2021-12-09,09:55,30.06,in,1018,hPa
1639063801,2021-12-09,10:25,30.03,in,1017,hPa
1639065601,2021-12-09,10:56,30.03,in,1017,hPa
1639067401,2021-12-09,11:26,30.00,in,1016,hPa
1639069202,2021-12-09,11:56,30.00,in,1016,hPa
1639071002,2021-12-09,12:26,29.97,in,1015,hPa
1639072802,2021-12-09,12:56,29.94,in,1014,hPa
1639074602,2021-12-09,13:27,29.91,in,1013,hPa
1639076402,2021-12-09,13:57,29.88,in,1012,hPa
1639078201,2021-12-09,14:27,29.85,in,1011,hPa
1639080001,2021-12-09,14:57,29.82,in,1010,hPa
1639081801,2021-12-09,15:27,29.79,in,1009,hPa
1639083602,2021-12-09,15:57,29.79,in,1009,hPa
1639085402,2021-12-09,16:27,29.79,in,1009,hPa
1639087202,2021-12-09,16:58,29.79,in,1009,hPa
1639089001,2021-12-09,17:28,29.79,in,1009,hPa
1639090801,2021-12-09,17:58,29.79,in,1009,hPa
1639092602,2021-12-09,18:19,29.79,in,1009,hPa
1639092628,2021-12-09,18:30,29.79,in,1009,hPa
1639094402,2021-12-09,18:50,29.79,in,1009,hPa
1639094429,2021-12-09,19:00,29.79,in,1009,hPa
1639096202,2021-12-09,19:20,29.79,in,1009,hPa
1639321202,2021-12-12,09:57,30.26,in,1025,hPa
1639323002,2021-12-12,10:27,30.29,in,1026,hPa
1639324802,2021-12-12,10:57,30.29,in,1026,hPa
1639326602,2021-12-12,11:28,30.29,in,1026,hPa
1639328402,2021-12-12,11:58,30.29,in,1026,hPa
1639330202,2021-12-12,12:28,30.29,in,1026,hPa
1639332002,2021-12-12,12:58,30.29,in,1026,hPa
1639333801,2021-12-12,13:29,30.26,in,1025,hPa
1639335602,2021-12-12,13:59,30.26,in,1025,hPa
1639337402,2021-12-12,14:19,30.26,in,1025,hPa
1639337429,2021-12-12,14:30,30.26,in,1025,hPa
1639339201,2021-12-12,14:50,30.26,in,1025,hPa
1639339228,2021-12-12,15:00,30.26,in,1025,hPa
1639341002,2021-12-12,15:20,30.23,in,1024,hPa
1639341028,2021-12-12,15:30,30.23,in,1024,hPa
1639342801,2021-12-12,15:50,30.23,in,1024,hPa
1639342828,2021-12-12,16:00,30.23,in,1024,hPa
1639344602,2021-12-12,16:20,30.23,in,1024,hPa
1639344628,2021-12-12,16:30,30.23,in,1024,hPa
1639346402,2021-12-12,16:50,30.23,in,1024,hPa
1639346428,2021-12-12,17:00,30.23,in,1024,hPa
1639348202,2021-12-12,17:21,30.26,in,1025,hPa
1639350001,2021-12-12,17:51,30.26,in,1025,hPa
1639351802,2021-12-12,18:21,30.26,in,1025,hPa
1639353602,2021-12-12,18:52,30.26,in,1025,hPa
1639355402,2021-12-12,19:22,30.26,in,1025,hPa
1639357202,2021-12-12,19:52,30.26,in,1025,hPa
1639359001,2021-12-12,20:23,30.26,in,1025,hPa
1639360801,2021-12-12,20:53,30.26,in,1025,hPa
1639362602,2021-12-12,21:23,30.26,in,1025,hPa
1639364402,2021-12-12,21:53,30.26,in,1025,hPa
1639366201,2021-12-12,22:23,30.26,in,1025,hPa
1639368001,2021-12-12,22:53,30.26,in,1025,hPa
1639369802,2021-12-12,23:24,30.26,in,1025,hPa
1639371602,2021-12-12,23:54,30.26,in,1025,hPa
1639373402,2021-12-13,00:24,30.23,in,1024,hPa
1639375201,2021-12-13,00:54,30.23,in,1024,hPa
1639377002,2021-12-13,01:24,30.23,in,1024,hPa
1639378802,2021-12-13,01:54,30.23,in,1024,hPa
1639380602,2021-12-13,02:25,30.26,in,1025,hPa
1639382402,2021-12-13,02:55,30.26,in,1025,hPa
1639384202,2021-12-13,03:25,30.26,in,1025,hPa
1639386002,2021-12-13,03:56,30.26,in,1025,hPa
1639387802,2021-12-13,04:26,30.26,in,1025,hPa
1639389602,2021-12-13,04:56,30.26,in,1025,hPa
1639391401,2021-12-13,05:26,30.26,in,1025,hPa
1639393202,2021-12-13,05:56,30.26,in,1025,hPa
1639395001,2021-12-13,06:27,30.26,in,1025,hPa
1639396801,2021-12-13,06:57,30.26,in,1025,hPa
1639398602,2021-12-13,07:27,30.26,in,1025,hPa
1639400402,2021-12-13,07:57,30.26,in,1025,hPa
1639402201,2021-12-13,08:28,30.29,in,1026,hPa
1639404002,2021-12-13,08:58,30.29,in,1026,hPa
1639405802,2021-12-13,09:29,30.29,in,1026,hPa
1639407602,2021-12-13,09:59,30.29,in,1026,hPa
1639409402,2021-12-13,10:29,30.29,in,1026,hPa
1639411201,2021-12-13,10:49,30.29,in,1026,hPa
1639411228,2021-12-13,11:00,30.29,in,1026,hPa
1639413002,2021-12-13,11:20,30.29,in,1026,hPa
1639413028,2021-12-13,11:30,30.29,in,1026,hPa
1639414802,2021-12-13,11:50,30.29,in,1026,hPa
1639414829,2021-12-13,12:00,30.26,in,1025,hPa
1639416601,2021-12-13,12:20,30.29,in,1026,hPa
1639416628,2021-12-13,12:30,30.29,in,1026,hPa
1639418402,2021-12-13,12:50,30.26,in,1025,hPa
1639418430,2021-12-13,13:00,30.26,in,1025,hPa
1639420202,2021-12-13,13:21,30.26,in,1025,hPa
1639422002,2021-12-13,13:51,30.26,in,1025,hPa
1639423802,2021-12-13,14:21,30.26,in,1025,hPa
1639425602,2021-12-13,14:51,30.26,in,1025,hPa
1639427401,2021-12-13,15:21,30.26,in,1025,hPa
1639429202,2021-12-13,15:52,30.26,in,1025,hPa
1639431001,2021-12-13,16:22,30.26,in,1025,hPa
1639432802,2021-12-13,16:52,30.26,in,1025,hPa
1639434601,2021-12-13,17:22,30.29,in,1026,hPa
1639436401,2021-12-13,17:52,30.29,in,1026,hPa
1639438202,2021-12-13,18:22,30.29,in,1026,hPa
1639440002,2021-12-13,18:52,30.29,in,1026,hPa
1639441801,2021-12-13,19:22,30.29,in,1026,hPa
1639443601,2021-12-13,19:53,30.29,in,1026,hPa
1639445402,2021-12-13,20:24,30.32,in,1027,hPa
1639447202,2021-12-13,20:54,30.32,in,1027,hPa
1639449002,2021-12-13,21:24,30.32,in,1027,hPa
1639450802,2021-12-13,21:54,30.32,in,1027,hPa
1639452602,2021-12-13,22:25,30.32,in,1027,hPa
1639454402,2021-12-13,22:55,30.32,in,1027,hPa
1639456202,2021-12-13,23:25,30.35,in,1028,hPa
1639458002,2021-12-13,23:55,30.35,in,1028,hPa
1639459801,2021-12-14,00:25,30.38,in,1029,hPa
1639461601,2021-12-14,00:56,30.38,in,1029,hPa
1639463402,2021-12-14,01:26,30.38,in,1029,hPa
1639465201,2021-12-14,01:56,30.38,in,1029,hPa
1639467001,2021-12-14,02:27,30.38,in,1029,hPa
1639468802,2021-12-14,02:57,30.38,in,1029,hPa
1639470602,2021-12-14,03:27,30.41,in,1030,hPa
1639472402,2021-12-14,03:57,30.41,in,1030,hPa
1639474201,2021-12-14,04:27,30.41,in,1030,hPa
1639477801,2021-12-14,05:28,30.41,in,1030,hPa
1639479602,2021-12-14,05:58,30.41,in,1030,hPa
1639481401,2021-12-14,06:28,30.44,in,1031,hPa
1639483202,2021-12-14,06:59,30.44,in,1031,hPa
1639485002,2021-12-14,07:29,30.41,in,1030,hPa
1639486802,2021-12-14,07:59,30.44,in,1031,hPa
1639488601,2021-12-14,08:29,30.44,in,1031,hPa
1639490401,2021-12-14,08:59,30.44,in,1031,hPa
1639492201,2021-12-14,09:29,30.47,in,1032,hPa
1639494002,2021-12-14,09:59,30.44,in,1031,hPa
1639495801,2021-12-14,10:20,30.44,in,1031,hPa
1639495828,2021-12-14,10:30,30.44,in,1031,hPa
1639497602,2021-12-14,10:50,30.44,in,1031,hPa
1639497629,2021-12-14,11:00,30.44,in,1031,hPa
1639499401,2021-12-14,11:20,30.41,in,1030,hPa
1639499428,2021-12-14,11:30,30.41,in,1030,hPa
1639501201,2021-12-14,11:50,30.44,in,1031,hPa
1639501228,2021-12-14,12:00,30.44,in,1031,hPa
1639503002,2021-12-14,12:21,30.41,in,1030,hPa
1639504802,2021-12-14,12:51,30.38,in,1029,hPa
1639506602,2021-12-14,13:21,30.38,in,1029,hPa
1639508402,2021-12-14,13:51,30.38,in,1029,hPa
1639510202,2021-12-14,14:21,30.35,in,1028,hPa
1639512002,2021-12-14,14:51,30.38,in,1029,hPa
1639513801,2021-12-14,15:22,30.35,in,1028,hPa
1639515602,2021-12-14,15:52,30.35,in,1028,hPa
1639517402,2021-12-14,16:22,30.35,in,1028,hPa
1639519202,2021-12-14,16:52,30.35,in,1028,hPa
1639521001,2021-12-14,17:23,30.38,in,1029,hPa
1639522802,2021-12-14,17:53,30.38,in,1029,hPa
1639524601,2021-12-14,18:24,30.35,in,1028,hPa
1639526402,2021-12-14,18:54,30.35,in,1028,hPa
1639528202,2021-12-14,19:25,30.35,in,1028,hPa
1639530002,2021-12-14,19:55,30.35,in,1028,hPa
1639531802,2021-12-14,20:25,30.35,in,1028,hPa
1639533602,2021-12-14,20:55,30.35,in,1028,hPa
1639535402,2021-12-14,21:25,30.35,in,1028,hPa
1639537202,2021-12-14,21:56,30.32,in,1027,hPa
1639539002,2021-12-14,22:27,30.32,in,1027,hPa
1639540801,2021-12-14,22:57,30.32,in,1027,hPa
1639335629,2021-12-12,13:59,30.26,in,1025,hPa
1639542602,2021-12-14,23:28,30.32,in,1027,hPa
1639544402,2021-12-14,23:58,30.29,in,1026,hPa
1639546202,2021-12-15,00:29,30.32,in,1027,hPa
1639548002,2021-12-15,00:59,30.29,in,1026,hPa
1639549802,2021-12-15,01:29,30.29,in,1026,hPa
1639551602,2021-12-15,01:59,30.26,in,1025,hPa
1639553402,2021-12-15,02:20,30.26,in,1025,hPa
1639553430,2021-12-15,02:30,30.26,in,1025,hPa
1639555202,2021-12-15,02:50,30.26,in,1025,hPa
1639555229,2021-12-15,03:00,30.26,in,1025,hPa
1639557001,2021-12-15,03:20,30.26,in,1025,hPa
1639557028,2021-12-15,03:30,30.26,in,1025,hPa
1639558802,2021-12-15,03:50,30.26,in,1025,hPa
1639558829,2021-12-15,04:00,30.26,in,1025,hPa
1639560602,2021-12-15,04:21,30.26,in,1025,hPa
1639562402,2021-12-15,04:51,30.26,in,1025,hPa
1639564201,2021-12-15,05:21,30.23,in,1024,hPa
1639566001,2021-12-15,05:51,30.26,in,1025,hPa
1639567801,2021-12-15,06:21,30.26,in,1025,hPa
1639569602,2021-12-15,06:51,30.23,in,1024,hPa
1639571402,2021-12-15,07:21,30.23,in,1024,hPa
1639573202,2021-12-15,07:51,30.20,in,1023,hPa
1639575002,2021-12-15,08:22,30.20,in,1023,hPa
